Artist,Total_Streams,As_Lead,Solo,As_Feature,Daily_Streams,Daily_As_Lead,Daily_As_Feature,Tracks,Tracks_As_Lead,Tracks_Solo,Tracks_As_Feature
Fonseca,2 278 549 983,1 829 395 617,1 432 011 232,449 154 366,1 253 103,1 110 464,142 639,175,149,119,26
Bailey Zimmerman,2 279 308 358,2 195 046 587,2 190 600 600,84 261 771,2 731 703,2 643 876,87 827,39,35,33,4
Kenny Rogers,2 279 233 941,1 735 761 413,1 471 430 928,543 472 528,1 323 968,1 071 974,251 994,365,352,309,13
Calle 24,2 280 630 455,1 537 323 464,266 309 490,743 306 991,3 447 545,1 761 904,1 685 641,80,57,42,23
Montell Fish,2 280 727 601,2 206 203 994,2 137 830 696,74 523 607,2 405 752,2 369 009,36 743,116,86,75,30
Alex G,2 281 068 829,2 281 068 829,1 957 433 740,0,3 238 228,3 238 228,0,140,140,138,0
Jamie Foxx,2 282 901 179,510 190 358,94 525 539,1 772 710 821,995 703,143 866,851 837,110,78,48,32
Kishore Kumar,2 280 325 558,1 572 485 276,1 009 409 274,707 840 282,2 908 752,2 133 669,775 083,514,368,195,146
Earl Sweatshirt,2 283 172 101,1 336 886 276,684 223 897,946 285 825,1 056 313,454 799,601 514,94,72,35,22
Creed,2 284 892 558,2 284 892 558,2 284 009 651,0,2 451 770,2 451 770,0,90,90,89,0
Will Smith,2 285 217 032,1 779 463 507,1 624 440 531,505 753 525,801 926,742 498,59 428,99,86,54,13
Brett Young,2 286 151 828,2 127 819 002,2 053 093 420,158 332 826,706 112,660 862,45 250,84,76,64,8
Arcade Fire,2 288 929 446,2 288 929 446,2 184 339 868,0,553 568,553 568,0,112,112,93,0
Pouya,2 289 830 380,1 214 213 078,525 283 383,1 075 617 302,868 291,423 319,444 972,176,131,60,45
Lary Over,2 291 818 565,809 042 316,116 670 366,1 482 776 249,898 064,339 995,558 069,99,42,12,57
Grimes,2 293 309 759,1 992 404 159,1 700 567 313,300 905 600,972 086,848 791,123 295,120,99,77,21
Soulja Boy,2 290 758 268,1 941 329 290,1 076 688 902,349 428 978,1 225 740,1 051 309,174 431,227,180,132,47
Ángela Aguilar,2 305 765 133,1 030 315 361,467 297 254,1 275 449 772,1 267 718,542 709,725 009,92,71,57,21
Virlan Garcia,2 300 700 979,2 257 986 331,2 051 346 908,42 714 648,1 381 642,1 369 414,12 228,165,153,136,12
Maite Perroni,2 293 486 726,457 282 360,154 793 639,1 836 204 366,937 677,55 175,882 502,222,38,26,184
Olexesh,2 307 046 130,1 252 254 348,603 770 632,1 054 791 782,702 039,322 716,379 323,368,310,192,58
M.I.A.,2 308 967 723,1 766 116 662,1 627 838 292,542 851 061,1 259 992,990 382,269 610,122,106,88,16
Grupo Bryndis,2 310 901 022,2 273 023 363,2 070 333 968,37 877 659,1 880 656,1 871 241,9 415,316,314,293,2
Dennis Lloyd,2 311 145 386,2 136 801 779,1 958 705 587,174 343 607,598 693,558 926,39 767,55,53,45,2
Jere Klein,2 312 174 370,1 439 710 078,127 327 151,872 464 292,2 073 641,1 133 782,939 859,54,32,4,22
Irshad Kamil,2 314 762 705,0,0,2 314 762 705,4 344 069,0,4 344 069,103,0,0,103
Aitch,2 316 108 367,1 091 158 167,421 642 517,1 224 950 200,885 525,502 484,383 041,120,79,44,41
Blxst,2 315 287 046,1 242 464 972,446 819 025,1 072 822 074,996 264,413 544,582 720,141,100,45,41
Teto,2 316 961 727,1 236 221 110,737 542 507,1 080 740 617,2 190 451,1 313 265,877 186,44,21,14,23
WOS,2 320 934 809,2 097 324 834,1 903 546 182,223 609 975,955 977,866 797,89 180,59,50,41,9
Xand Avião,2 319 030 975,981 974 484,559 133 638,1 337 056 491,946 315,286 849,659 466,241,184,158,57
WIU,2 323 279 589,1 369 508 703,732 491 029,953 770 886,1 928 486,1 135 738,792 748,86,49,39,37
Counting Crows,2 327 540 353,2 321 509 146,2 067 171 099,6 031 207,1 077 322,1 075 811,1 511,205,202,199,3
Eurythmics,2 329 264 768,2 327 633 593,9 977 618,1 631 175,1 095 052,1 093 260,1 792,175,174,9,1
Angus & Julia Stone,2 332 681 359,2 262 569 258,2 234 888 479,70 112 101,677 190,670 926,6 264,153,151,149,2
Lata Mangeshkar,2 324 381 327,1 525 217 119,644 142 387,799 164 208,2 773 877,1 852 913,920 964,648,524,277,124
LMFAO,2 333 980 711,2 005 112 113,810 441 982,328 868 598,1 155 177,1 034 777,120 400,65,52,27,13
Davido,2 336 332 754,1 336 870 350,607 730 920,999 462 404,1 910 077,1 259 879,650 198,226,111,54,115
Conjunto Primavera,2 328 703 448,2 322 621 935,2 249 258 845,6 081 513,2 397 331,2 394 365,2 966,444,438,434,6
RM,2 335 937 246,1 876 434 689,1 000 641 310,459 502 557,1 552 432,1 197 216,355 216,38,31,17,7
Janelle Monáe,2 337 010 798,925 396 376,548 851 241,1 411 614 422,953 652,171 264,782 388,120,106,63,14
BØRNS,2 337 762 556,2 336 680 109,2 282 696 374,1 082 447,769 428,769 021,407,50,49,45,1
Majid Jordan,2 339 041 894,962 506 538,599 544 435,1 376 535 356,772 172,218 727,553 445,85,71,57,14
BigXthaPlug,2 341 549 973,2 048 186 823,1 793 082 998,293 363 150,5 906 994,5 329 798,577 196,88,78,45,10
Tulsi Kumar,2 341 776 946,504 998 214,51 182 273,1 836 778 732,2 565 082,385 600,2 179 482,167,72,20,95
Lenin Ramírez,2 342 509 596,1 886 859 804,538 347 997,455 649 792,1 078 897,837 525,241 372,226,198,129,28
Daveed Diggs,2 343 020 180,292 670 639,1 858 229,2 050 349 541,1 163 344,142 098,1 021 246,42,12,2,30
Lalo Ebratt,2 344 351 466,630 948 604,4 281 711,1 713 402 862,518 645,111 562,407 083,87,32,7,55
Jungle,2 345 009 534,2 305 025 604,1 961 426 912,39 983 930,1 775 135,1 762 439,12 696,96,85,53,11
Masego,2 346 259 683,1 854 126 262,678 019 458,492 133 421,1 253 927,1 001 217,252 710,113,79,48,34
Léo Santana,2 347 164 625,1 550 183 180,742 259 509,796 981 445,1 211 331,892 953,318 378,312,238,170,74
Duelo,2 348 768 997,2 218 574 378,2 217 564 972,130 194 619,2 028 934,1 858 459,170 475,275,262,260,13
Franco De Vita,2 350 163 264,2 165 746 691,1 404 051 128,184 416 573,1 065 353,1 014 866,50 487,221,207,172,14
Lupe Fiasco,2 350 682 990,1 909 344 275,789 990 580,441 338 715,795 633,536 538,259 095,189,167,89,22
Tony Dize,2 353 084 083,1 559 159 602,464 639 576,793 924 481,1 373 591,1 051 299,322 292,51,35,20,16
Mike Perry,2 354 650 740,1 971 465 356,165 932 886,383 185 384,350 364,281 624,68 740,62,48,10,14
Hotel Ugly,2 358 155 138,2 358 155 138,2 358 155 138,0,2 193 330,2 193 330,0,23,23,23,0
Estopa,2 361 312 856,2 130 359 906,1 930 539 846,230 952 950,1 072 367,962 457,109 910,198,184,154,14
Rocío Dúrcal,2 364 275 049,2 302 886 595,1 843 432 251,61 388 454,1 274 395,1 252 147,22 248,368,344,306,24
Chris Jedi,2 364 788 456,1 787 322 086,0,577 466 370,1 058 032,796 289,261 743,21,14,0,7
Ayra Starr,2 365 910 932,984 835 368,799 049 165,1 381 075 564,2 346 346,841 724,1 504 622,96,46,30,50
Khruangbin,2 368 127 151,2 229 805 116,1 577 910 080,138 322 035,1 392 854,1 313 734,79 120,136,121,99,15
Ronnie Flex,2 368 970 664,799 306 101,183 832 438,1 569 664 563,752 385,179 446,572 939,205,90,39,115
back number,2 370 161 916,2 369 621 773,2 368 760 703,540 143,2 411 363,2 411 013,350,125,124,123,1
White Noise Baby Sleep,2 372 588 804,2 012 191 931,508 618 184,360 396 873,4 808,1 333,3 475,295,152,108,143
Sara Bareilles,2 372 789 722,2 266 504 343,2 185 247 575,106 285 379,591 642,564 373,27 269,190,180,165,10
Joaquín Sabina,2 370 904 063,2 031 749 653,1 964 196 640,339 154 410,1 032 057,884 181,147 876,353,271,259,82
Dimitri Vegas,2 375 437 259,555 010 743,2 390 576,1 820 426 516,1 538 305,387 959,1 150 346,90,41,2,49
Chris Young,2 380 186 268,2 376 975 905,1 861 200 723,3 210 363,559 694,559 316,378,125,122,109,3
James TW,2 380 319 430,2 332 852 448,2 330 965 856,47 466 982,348 447,322 529,25 918,62,56,54,6
Kina,2 381 968 750,2 330 676 095,341 579 567,51 292 655,496 802,479 899,16 903,49,39,5,10
Kimbra,2 388 332 374,170 283 106,161 683 680,2 218 049 268,1 421 987,21 158,1 400 829,116,94,75,22
Pink Sweat$,2 393 545 476,2 187 013 960,1 840 898 309,206 531 516,903 054,848 609,54 445,91,66,42,25
Tom Walker,2 392 974 257,2 136 293 231,1 836 658 089,256 681 026,666 721,629 855,36 866,128,111,58,17
INNA,2 388 729 510,1 659 127 103,1 105 161 109,729 602 407,1 237 395,902 451,334 944,296,241,163,55
Ella Eyre,2 395 352 202,696 721 573,647 063 069,1 698 630 629,763 684,124 494,639 190,99,59,35,40
Bausa,2 395 907 168,1 191 599 889,745 722 744,1 204 307 279,937 374,369 631,567 743,158,98,67,60
Tion Wayne,2 396 563 528,1 154 483 427,114 484 510,1 242 080 101,573 870,278 922,294 948,128,81,28,47
Ado,2 397 265 295,2 332 865 658,2 291 260 494,64 399 637,2 624 024,2 230 463,393 561,74,70,62,4
Blondie,2 398 933 869,2 398 933 869,2 383 635 552,0,1 297 641,1 297 641,0,226,226,210,0
MKTO,2 399 004 804,2 377 690 914,2 330 948 364,21 313 890,710 707,705 585,5 122,42,41,34,1
TOOL,2 401 462 963,2 401 462 963,2 401 462 963,0,1 410 826,1 410 826,0,66,66,66,0
Lvbel C5,2 399 408 408,1 844 940 471,1 152 865 248,554 467 937,1 835 436,1 428 745,406 691,79,62,45,17
Jacquees,2 402 188 631,1 719 911 740,955 233 621,682 276 891,1 014 104,791 190,222 914,186,105,62,81
CHVRCHES,2 405 641 337,1 656 523 026,1 517 739 483,749 118 311,704 107,573 645,130 462,136,130,102,6
Ultimo,2 405 956 472,2 250 671 877,2 237 158 397,155 284 595,947 121,854 026,93 095,101,98,96,3
Tom Grennan,2 406 387 610,1 405 584 553,1 372 958 507,1 000 803 057,1 050 874,387 119,663 755,139,107,82,32
Spice Girls,2 408 582 244,2 408 582 244,2 398 167 059,0,1 021 184,1 021 184,0,104,104,77,0
Talking Heads,2 407 513 891,2 407 513 891,2 407 307 020,0,1 047 666,1 047 666,0,196,196,194,0
Pantera,2 409 138 104,2 409 138 104,2 409 138 104,0,1 539 779,1 539 779,0,178,178,178,0
Thundercat,2 417 127 965,1 549 301 535,1 225 312 723,867 826 430,1 149 671,620 461,529 210,119,99,61,20
The National,2 409 725 386,2 204 895 698,2 060 286 918,204 829 688,897 672,818 392,79 280,243,241,234,2
Coi Leray,2 410 868 877,1 028 716 742,684 556 504,1 382 152 135,1 115 814,266 483,849 331,145,97,61,48
The Living Tombstone,2 417 559 681,2 354 736 444,1 591 298 261,62 823 237,1 183 238,1 108 041,75 197,130,121,73,9
Rusherking,2 421 466 938,916 158 005,160 898 469,1 505 308 933,961 166,307 160,654 006,82,43,25,39
Lykke Li,2 420 159 270,2 243 184 208,1 478 108 460,176 975 062,931 465,868 587,62 878,118,108,86,10
Tayc,2 419 421 465,1 802 908 037,1 389 999 264,616 513 428,1 741 483,1 285 332,456 151,212,146,116,66
Bullet For My Valentine,2 421 879 603,2 403 550 447,2 395 443 369,18 329 156,1 073 841,1 055 143,18 698,177,174,173,3
Pineapple StormTv,2 422 608 946,929 168 264,0,1 493 440 682,1 230 300,535 172,695 128,217,71,0,146
CKay,2 425 533 222,2 332 796 387,1 305 141 769,92 736 835,956 903,898 939,57 964,79,60,28,19
Jenni Rivera,2 427 848 930,2 372 486 263,2 149 719 766,55 362 667,1 180 085,1 141 731,38 354,373,363,350,10
Natiruts,2 430 868 788,2 277 518 985,1 619 580 161,153 349 803,1 111 745,1 038 374,73 371,241,226,186,15
Kordhell,2 431 754 689,2 205 687 584,1 937 646 510,226 067 105,1 046 123,945 326,100 797,141,119,71,22
Ashnikko,2 434 272 490,2 369 037 226,1 320 084 126,65 235 264,1 347 894,1 314 610,33 284,63,58,38,5
Mc Kevin,2 433 958 627,1 772 524 543,393 333 578,661 434 084,1 728 133,1 345 788,382 345,257,181,44,76
Fivio Foreign,2 435 258 813,662 760 995,217 172 039,1 772 497 818,575 273,135 792,439 481,144,59,26,85
j-hope,2 444 040 045,2 282 238 570,1 508 043 452,161 801 475,1 530 241,1 455 029,75 212,33,31,23,2
Lucenzo,2 445 913 647,2 401 614 862,378 773 567,44 298 785,1 650 025,1 531 945,118 080,32,27,17,5
UB40,2 438 990 325,2 412 043 939,2 227 791 125,26 946 386,1 066 163,1 058 580,7 583,369,366,330,3
Audioslave,2 449 326 690,2 449 326 690,2 449 326 690,0,1 393 373,1 393 373,0,64,64,64,0
Ana Gabriel,2 446 636 278,2 385 010 662,2 290 777 108,61 625 616,1 899 843,1 852 069,47 774,309,302,298,7
Kidd Keo,2 453 569 701,2 129 363 517,1 499 643 629,324 206 184,1 351 848,1 025 356,326 492,163,124,81,39
Gotye,2 453 663 024,2 452 609 474,244 361 062,1 053 550,1 442 777,1 442 453,324,50,49,32,1
Young Nudy,2 454 799 945,1 567 950 224,674 001 145,886 849 721,1 002 000,720 666,281 334,215,184,145,31
Caifanes,2 455 598 176,2 455 598 176,2 455 598 176,0,1 730 168,1 730 168,0,54,54,54,0
Mc Livinho,2 453 820 779,1 728 491 970,331 099 563,725 328 809,2 191 398,910 264,1 281 134,210,156,67,54
The Marías,2 454 183 243,1 830 864 624,1 784 733 669,623 318 619,7 141 641,6 569 164,572 477,57,51,50,6
Bo Burnham,2 457 584 458,2 457 584 458,2 457 584 458,0,776 681,776 681,0,98,98,98,0
Cher,2 457 210 863,2 394 873 419,2 223 175 275,62 337 444,1 242 086,1 216 412,25 674,253,250,201,3
Dynoro,2 457 627 602,2 065 162 295,124 112 643,392 465 307,630 061,529 835,100 226,23,16,6,7
Tarcísio do Acordeon,2 462 800 990,1 289 011 185,934 754 598,1 173 789 805,773 323,491 857,281 466,226,160,145,66
Max Richter,2 465 941 575,2 458 436 136,1 320 394 693,7 505 439,996 968,991 732,5 236,872,867,444,5
Djadja & Dinaz,2 471 125 458,2 471 125 458,2 425 804 398,0,930 293,930 293,0,160,160,157,0
Asees Kaur,2 474 071 129,446 518 365,53 434 494,2 027 552 764,1 959 721,407 875,1 551 846,153,69,26,84
Kumaar,2 474 750 193,122 912 203,0,2 351 837 990,1 677 963,33 721,1 644 242,180,31,0,149
Café Tacvba,2 484 637 391,2 234 548 877,2 229 628 848,250 088 514,1 063 557,966 547,97 010,172,168,165,4
Gym Class Heroes,2 479 322 655,2 479 322 655,811 690 999,0,1 023 505,1 023 505,0,76,76,64,0
Manu Chao,2 485 186 641,2 417 122 891,2 284 950 496,68 063 750,1 265 264,1 225 614,39 650,206,193,162,13
Leona Lewis,2 485 343 484,2 174 384 603,1 979 045 679,310 958 881,778 251,684 596,93 655,117,109,82,8
Rahat Fateh Ali Khan,2 486 072 484,1 640 607 346,501 888 352,845 465 138,3 452 605,2 208 007,1 244 598,189,147,85,42
Odetari,2 488 363 253,2 395 186 785,1 443 014 760,93 176 468,2 639 356,2 471 840,167 516,71,45,25,26
deadmau5,2 486 705 732,2 041 453 400,870 481 337,445 252 332,1 397 181,1 201 606,195 575,411,348,198,63
John Denver,2 478 711 206,2 473 568 782,2 317 499 009,5 142 424,1 070 086,1 059 470,10 616,405,402,386,3
Lauren Daigle,2 491 987 895,2 343 018 951,2 303 722 795,148 968 944,1 000 834,952 347,48 487,109,99,90,10
Micro TDH,2 496 316 879,1 381 615 731,866 674 830,1 114 701 148,1 071 103,656 483,414 620,122,81,63,41
Semicenk,2 499 149 043,2 452 296 230,1 621 974 964,46 852 813,2 079 381,2 049 660,29 721,35,34,26,1
KAYTRANADA,2 498 328 166,1 954 935 549,228 174 387,543 392 617,1 281 772,1 050 569,231 203,152,99,44,53
The Score,2 500 222 381,2 500 222 381,2 356 221 017,0,877 488,877 488,0,75,75,67,0
FISHER,2 500 799 912,1 846 977 666,1 339 681 980,653 822 246,2 504 723,1 247 067,1 257 656,26,21,12,5
Kenshi Yonezu,2 502 334 191,2 502 334 191,2 392 686 849,0,2 541 006,2 541 006,0,116,116,111,0
Cuco,2 503 453 549,2 369 388 531,1 833 928 902,134 065 018,970 818,892 252,78 566,97,75,56,22
Sachet Tandon,2 507 527 027,2 166 230 147,358 093 176,341 296 880,2 718 061,1 893 142,824 919,116,87,13,29
Dallass,2 511 521 511,5 384 971,0,2 506 136 540,2 054 613,1 868,2 052 745,101,3,0,98
Novo Amor,2 511 949 824,2 509 027 148,2 005 141 631,2 922 676,1 803 926,1 803 375,551,87,86,54,1
SYML,2 512 020 881,2 344 328 969,2 224 124 955,167 691 912,1 694 508,1 528 497,166 011,156,149,124,7
Kate Bush,2 513 469 985,2 513 469 985,2 513 469 985,0,1 287 080,1 287 080,0,123,123,123,0
Aloe Blacc,2 513 417 730,1 073 684 356,1 053 449 480,1 439 733 374,696 733,239 796,456 937,218,120,103,98
Evaluna Montaner,2 514 343 185,102 864 616,50 487 534,2 411 478 569,988 418,27 152,961 266,57,38,7,19
Trevor Daniel,2 514 866 714,2 375 335 992,2 035 464 805,139 530 722,477 480,437 518,39 962,72,52,45,20
Taco Hemingway,2 519 059 154,1 577 930 890,999 268 599,941 128 264,1 362 313,798 091,564 222,181,129,90,52
Bad Gyal,2 526 023 620,1 856 515 145,840 511 134,669 508 475,2 864 740,2 049 761,814 979,81,58,26,23
Natasha Bedingfield,2 527 739 866,2 139 197 086,2 075 081 209,388 542 780,1 857 989,1 544 246,313 743,101,82,72,19
Olly Murs,2 532 600 122,2 469 905 617,1 099 444 434,62 694 505,660 484,647 423,13 061,180,175,129,5
Turma do Pagode,2 530 005 597,2 426 753 658,1 663 656 632,103 251 939,1 445 639,1 386 599,59 040,292,253,185,39
Banda Los Recoditos,2 533 355 681,2 510 966 379,2 457 138 103,22 389 302,1 161 205,1 157 118,4 087,315,307,298,8
Megadeth,2 516 237 514,2 510 180 358,2 493 153 112,6 057 156,1 523 146,1 521 737,1 409,454,453,446,1
Sandro Cavazza,2 540 754 003,338 236 210,172 683 713,2 202 517 793,1 181 514,50 315,1 131 199,57,25,13,32
Foreigner,2 538 391 310,2 538 391 310,2 527 762 313,0,1 386 384,1 386 384,0,223,223,219,0
Eros Ramazzotti,2 528 966 383,2 471 507 312,2 019 364 049,57 459 071,1 256 792,1 237 235,19 557,462,456,411,6
OMI,2 542 850 746,2 395 303 765,2 190 571 741,147 546 981,865 727,852 133,13 594,49,40,19,9
T3R Elemento,2 547 856 908,2 157 057 704,1 554 612 169,390 799 204,1 361 562,1 199 708,161 854,228,209,181,19
$NOT,2 545 460 259,1 780 727 060,940 971 991,764 733 199,647 645,366 099,281 546,88,81,61,7
IVE,2 549 452 404,2 549 452 404,2 494 483 212,0,3 433 104,3 433 104,0,54,54,51,0
Cardenales De Nuevo León,2 557 179 525,2 556 679 786,2 542 666 227,499 739,2 553 134,2 552 703,431,311,309,301,2
SAIKO,2 561 402 963,1 443 452 997,594 812 494,1 117 949 966,1 985 559,1 176 084,809 475,87,47,19,40
Felipe Amorim,2 565 276 875,1 856 465 324,1 175 952 006,708 811 551,2 120 409,1 612 462,507 947,96,68,42,28
Armaan Malik,2 561 004 502,1 502 278 351,912 168 682,1 058 726 151,2 020 163,1 188 520,831 643,224,146,62,78
ROSÉ,2 567 716 721,2 567 716 721,1 454 816 964,0,14 190 380,14 190 380,0,15,15,14,0
Simple Plan,2 565 713 692,2 561 312 887,2 058 907 757,4 400 805,810 179,807 400,2 779,130,129,109,1
David Kushner,2 572 573 465,2 521 632 779,2 511 822 109,50 940 686,2 388 440,2 322 104,66 336,50,47,45,3
Nina Simone,2 564 745 516,2 563 274 967,2 372 238 065,1 470 549,1 048 252,1 047 749,503,504,503,459,1
Rvfv,2 570 196 948,1 825 100 933,365 004 732,745 096 015,2 784 631,2 097 573,687 058,108,69,21,39
Hippie Sabotage,2 576 333 151,1 888 312 255,1 886 057 631,688 020 896,688 145,533 994,154 151,234,211,208,23
Arizona Zervas,2 579 011 708,2 535 877 230,2 396 196 935,43 134 478,368 696,355 633,13 063,58,55,48,3
Zé Felipe,2 579 225 427,1 887 000 691,562 111 085,692 224 736,2 208 720,329 869,1 878 851,110,87,60,23
Vampire Weekend,2 584 973 097,2 584 973 097,2 454 368 079,0,536 798,536 798,0,90,90,78,0
fun.,2 595 126 766,2 549 844 033,1 233 999 568,45 282 733,1 118 323,1 109 582,8 741,44,43,39,1
Guaynaa,2 594 083 566,811 152 669,368 498 988,1 782 930 897,709 430,237 888,471 542,117,44,22,73
Nipsey Hussle,2 589 677 729,2 180 684 255,895 231 962,408 993 474,688 944,582 208,106 736,274,232,133,42
ONE OK ROCK,2 595 039 839,2 595 039 839,2 459 288 593,0,1 483 512,1 483 512,0,142,142,133,0
Paul Simon,2 592 532 638,2 483 639 274,2 358 400 908,108 893 364,870 516,822 554,47 962,296,289,248,7
Surfaces,2 595 362 729,2 574 939 557,2 222 765 511,20 423 172,554 069,543 294,10 775,100,97,84,3
Beastie Boys,2 596 002 227,2 596 002 227,2 466 897 677,0,1 077 446,1 077 446,0,281,281,242,0
Andrea Bocelli,2 590 421 155,2 041 568 163,968 321 700,548 852 992,1 256 277,1 032 396,223 881,491,356,194,135
Los Invasores De Nuevo León,2 600 047 727,2 581 872 125,2 500 451 123,18 175 602,2 095 980,2 089 224,6 756,695,675,625,20
NATTAN,2 601 407 888,1 930 340 601,1 080 168 621,671 067 287,3 400 783,2 308 639,1 092 144,141,97,68,44
42 Dugg,2 605 066 035,1 121 125 983,433 193 845,1 483 940 052,1 272 650,587 934,684 716,167,109,60,58
gnash,2 608 628 445,2 377 881 444,553 767 137,230 747 001,359 489,334 136,25 353,106,76,49,30
Dardan,2 608 953 386,1 900 798 219,901 119 601,708 155 167,1 340 519,1 007 649,332 870,236,186,104,50
Ben&Ben,2 609 435 988,2 529 584 770,2 364 291 417,79 851 218,1 397 914,1 371 921,25 993,78,74,58,4
Tori Kelly,2 610 641 400,1 856 736 775,1 195 630 245,753 904 625,544 139,359 156,184 983,143,117,94,26
RADWIMPS,2 610 535 858,2 604 017 788,2 240 608 563,6 518 070,1 683 921,1 679 110,4 811,308,304,287,4
Tego Calderón,2 612 499 404,1 379 869 672,1 119 261 903,1 232 629 732,1 444 197,788 515,655 682,151,108,81,43
Dove Cameron,2 616 630 825,2 377 778 721,1 062 365 289,238 852 104,1 295 462,1 184 186,111 276,53,40,14,13
Hugh Jackman,2 623 344 227,1 821 004 342,2 227 147,802 339 885,978 596,711 056,267 540,15,10,1,5
Blur,2 620 455 474,2 619 521 727,2 612 049 907,933 747,1 319 941,1 319 596,345,337,336,320,1
FloyyMenor,2 624 905 659,2 304 154 873,394 102 131,320 750 786,5 675 230,4 661 590,1 013 640,20,12,5,8
Lil Tracy,2 627 996 376,311 649 416,277 108 136,2 316 346 960,1 510 344,90 375,1 419 969,141,92,66,49
El Komander,2 631 017 625,2 439 334 291,2 285 246 599,191 683 334,1 951 666,1 835 825,115 841,402,380,364,22
Cristian Castro,2 633 943 754,1 986 993 360,1 786 178 764,646 950 394,1 617 966,1 203 817,414 149,266,226,202,40
MC PH,2 634 939 420,1 021 130 423,256 569 023,1 613 808 997,2 792 128,857 618,1 934 510,206,114,22,92
Ben Howard,2 641 276 205,2 638 954 205,2 590 700 480,2 322 000,553 377,552 589,788,104,103,98,1
